STATUS,A-SIDE LOCODE,A-LOC:CAB:RU,A-SIDE-DNS-NAME,A-MODEL,A-PORT,"A-BREAKOUT
LOC:CAB:RU","A-BREAKOUT
SLOT:PORT",A-OPTIC,"A-PATCH-PANEL
LOC:CAB:RU:PORT",Z-SIDE LOCODE,Z-LOC:CAB:RU,Z-SIDE-DNS-NAME,Z-MODEL,Z-PORT,"Z-BREAKOUT
LOC:CAB:RU","Z-BREAKOUT
SLOT:PORT","Z-PATCH-PANEL
LOC:CAB:RU:PORT",Z-OPTIC,CABLE,IPv4-VRF-DEFAULT-10,IPv6-VRF-DEFAULT-10,IPv4-VRF-MGMT-20,IPv6-VRF-MGMT-20,IPv4-VRF-IPMI-30,IPv6-VRF-IPMI-30,IPv4-VRF-IPMI-31,IPv6-VRF-IPMI-31,IPv4-VRF-TSS-40,IPv6-VRF-TSS-40,IPv4-VRF-PUB-90,IPv6-VRF-PUB-90,IPv4-TNT-MSFT-101,IPv6-TNT-MSFT-101,IPv4-TNT-MSFT-102,IPv6-TNT-MSFT-102,IPv4-TNT-AWS-201,IPv6-TNT-AWS-201,IPv4-TNT-AWS-202,IPv6-TNT-AWS-202,IPv4-TNT-AWS-203,IPv6-TNT-AWS-203,IPv4-TNT-GCP-204,IPv6-TNT-GCP-204,IPv4-TNT-GCP-205,IPv6-TNT-GCP-205,IPv4-TNT-GCP-206,IPv6-TNT-GCP-206,IPv4-TNT-GCP-207,IPv6-TNT-GCP-207,IPv4-TNT-AWS-208,IPv6-TNT-AWS-208
DATA HALL 151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edge Connectivity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:449:31,t1d-gg1-c2-01-r449-us-west-02a,sn4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,dh151:481:42,t0-gg1-c2-01a-r481-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:449:31,t1d-gg1-c2-01-r449-us-west-02a,sn4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,dh151:481:40,t0-gg1-c2-02a-r481-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:449:31,t1d-gg1-c2-01-r449-us-west-02a,sn4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,dh151:497:42,t0-gg1-c2-01a-r497-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:449:31,t1d-gg1-c2-01-r449-us-west-02a,sn4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,dh151:497:40,t0-gg1-c2-02a-r497-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:449:31,t1d-gg1-c2-01-r449-us-west-02a,sn4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,dh151:513:42,t0-gg1-c2-01a-r513-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:449:31,t1d-gg1-c2-01-r449-us-west-02a,sn4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,dh151:513:40,t0-gg1-c2-02a-r513-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIER-1 to TIER-0 GG1-C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:42,t0-gg1-c3-01a-r545-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:40,t0-gg1-c3-02a-r545-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:42,t0-gg1-c3-01a-r561-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:40,t0-gg1-c3-02a-r561-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:42,t0-gg1-c3-01a-r609-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:40,t0-gg1-c3-02a-r609-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:42,t0-gg1-c3-01a-r625-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:37,t1a-gg1-c3-01-r545-us-west-02a,sn4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:40,t0-gg1-c3-02a-r625-us-west-02a,sn4700,swp29,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:42,t0-gg1-c3-01a-r545-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:40,t0-gg1-c3-02a-r545-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:42,t0-gg1-c3-01a-r561-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:40,t0-gg1-c3-02a-r561-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:42,t0-gg1-c3-01a-r609-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:40,t0-gg1-c3-02a-r609-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:42,t0-gg1-c3-01a-r625-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:35,t1b-gg1-c3-01-r545-us-west-02a,sn4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:40,t0-gg1-c3-02a-r625-us-west-02a,sn4700,swp30,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:42,t0-gg1-c3-01a-r545-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:40,t0-gg1-c3-02a-r545-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:42,t0-gg1-c3-01a-r561-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:40,t0-gg1-c3-02a-r561-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:42,t0-gg1-c3-01a-r609-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:40,t0-gg1-c3-02a-r609-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:42,t0-gg1-c3-01a-r625-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:33,t1c-gg1-c3-01-r545-us-west-02a,sn4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:40,t0-gg1-c3-02a-r625-us-west-02a,sn4700,swp31,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp1,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:42,t0-gg1-c3-01a-r545-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp2,,,QSFPDD-400G-DR4,,US-PHX01,dh151:545:40,t0-gg1-c3-02a-r545-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp3,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:42,t0-gg1-c3-01a-r561-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp4,,,QSFPDD-400G-DR4,,US-PHX01,dh151:561:40,t0-gg1-c3-02a-r561-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp5,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:42,t0-gg1-c3-01a-r609-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp6,,,QSFPDD-400G-DR4,,US-PHX01,dh151:609:40,t0-gg1-c3-02a-r609-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp7,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:42,t0-gg1-c3-01a-r625-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,dh151:545:31,t1d-gg1-c3-01-r545-us-west-02a,sn4700,swp8,,,QSFPDD-400G-DR4,,US-PHX01,dh151:625:40,t0-gg1-c3-02a-r625-us-west-02a,sn4700,swp32,,,,QSFPDD-400G-DR4,MPO8-SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DH151 :: ROW-01 :: H200's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp1,dh151:001:41,1:A:1,QSFPDD-400G-DR4,,US-PHX01,dh151:002:26,dh151-r002-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp1,dh151:001:41,1:A:2,QSFPDD-400G-DR4,,US-PHX01,dh151:002:12,dh151-r002-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp1,dh151:001:41,1:A:3,QSFPDD-400G-DR4,,US-PHX01,dh151:003:26,dh151-r003-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp1,dh151:001:41,1:A:4,QSFPDD-400G-DR4,,US-PHX01,dh151:003:12,dh151-r003-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp2,dh151:001:41,1:B:1,QSFPDD-400G-DR4,,US-PHX01,dh151:004:26,dh151-r004-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp2,dh151:001:41,1:B:2,QSFPDD-400G-DR4,,US-PHX01,dh151:004:12,dh151-r004-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp2,dh151:001:41,1:B:3,QSFPDD-400G-DR4,,US-PHX01,dh151:005:26,dh151-r005-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp2,dh151:001:41,1:B:4,QSFPDD-400G-DR4,,US-PHX01,dh151:005:12,dh151-r005-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp3,dh151:001:41,2:A:1,QSFPDD-400G-DR4,,US-PHX01,dh151:006:26,dh151-r006-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp3,dh151:001:41,2:A:2,QSFPDD-400G-DR4,,US-PHX01,dh151:006:12,dh151-r006-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp3,dh151:001:41,2:A:3,QSFPDD-400G-DR4,,US-PHX01,dh151:007:26,dh151-r007-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp3,dh151:001:41,2:A:4,QSFPDD-400G-DR4,,US-PHX01,dh151:007:12,dh151-r007-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp4,dh151:001:41,2:B:1,QSFPDD-400G-DR4,,US-PHX01,dh151:008:26,dh151-r008-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp4,dh151:001:41,2:B:2,QSFPDD-400G-DR4,,US-PHX01,dh151:008:12,dh151-r008-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp4,dh151:001:41,2:B:3,QSFPDD-400G-DR4,,US-PHX01,dh151:009:26,dh151-r009-node-01-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:42,t0-gg1-b1-01a-r001-us-west-02a,sn4700,swp4,dh151:001:41,2:B:4,QSFPDD-400G-DR4,,US-PHX01,dh151:009:12,dh151-r009-node-02-us-west-02a,gpu-h200-02,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp1,dh151:001:39,1:A:1,QSFPDD-400G-DR4,,US-PHX01,dh151:002:26,dh151-r002-node-01-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp1,dh151:001:39,1:A:2,QSFPDD-400G-DR4,,US-PHX01,dh151:002:12,dh151-r002-node-02-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp1,dh151:001:39,1:A:3,QSFPDD-400G-DR4,,US-PHX01,dh151:003:26,dh151-r003-node-01-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp1,dh151:001:39,1:A:4,QSFPDD-400G-DR4,,US-PHX01,dh151:003:12,dh151-r003-node-02-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp2,dh151:001:39,1:B:1,QSFPDD-400G-DR4,,US-PHX01,dh151:004:26,dh151-r004-node-01-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp2,dh151:001:39,1:B:2,QSFPDD-400G-DR4,,US-PHX01,dh151:004:12,dh151-r004-node-02-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp2,dh151:001:39,1:B:3,QSFPDD-400G-DR4,,US-PHX01,dh151:005:26,dh151-r005-node-01-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp2,dh151:001:39,1:B:4,QSFPDD-400G-DR4,,US-PHX01,dh151:005:12,dh151-r005-node-02-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp3,dh151:001:39,2:A:1,QSFPDD-400G-DR4,,US-PHX01,dh151:006:26,dh151-r006-node-01-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp3,dh151:001:39,2:A:2,QSFPDD-400G-DR4,,US-PHX01,dh151:006:12,dh151-r006-node-02-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp3,dh151:001:39,2:A:3,QSFPDD-400G-DR4,,US-PHX01,dh151:007:26,dh151-r007-node-01-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp3,dh151:001:39,2:A:4,QSFPDD-400G-DR4,,US-PHX01,dh151:007:12,dh151-r007-node-02-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp4,dh151:001:39,2:B:1,QSFPDD-400G-DR4,,US-PHX01,dh151:008:26,dh151-r008-node-01-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,dh151:001:40,t0-gg1-b1-02a-r001-us-west-02a,sn4700,swp4,dh151:001:39,2:B:2,QSFPDD-400G-DR4,,US-PHX01,dh151:008:12,dh151-r008-node-02-us-west-02a,gpu-h200-02,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
