STATUS,A-SIDE LOCODE,A-LOC:CAB:RU,A-SIDE-DNS-NAME,A-MODEL,A-PORT,"A-BREAKOUT
LOC:CAB:RU","A-BREAKOUT
SLOT:PORT",A-OPTIC,"A-PATCH-PANEL
LOC:CAB:RU:PORT",Z-SIDE LOCODE,Z-LOC:CAB:RU,Z-SIDE-DNS-NAME,Z-MODEL,Z-PORT,"Z-BREAKOUT
LOC:CAB:RU","Z-BREAKOUT
SLOT:PORT","Z-PATCH-PANEL
LOC:CAB:RU:PORT",Z-OPTIC,CABLE,IPv4-VRF-DEFAULT-10,IPv6-VRF-DEFAULT-10,IPv4-VRF-MGMT-20,IPv6-VRF-MGMT-20,IPv4-VRF-IPMI-30,IPv6-VRF-IPMI-30,IPv4-VRF-IPMI-31,IPv6-VRF-IPMI-31,IPv4-VRF-TSS-40,IPv6-VRF-TSS-40,IPv4-VRF-PUB-90,IPv6-VRF-PUB-90,IPv4-TNT-MSFT-101,IPv6-TNT-MSFT-101
C160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB-FIREWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:001:10,oob-fw-01-r001-us-west-02b,PA-1420,eth1/21,,,SFP-BASE-10G-LR,,US-PHX01,,OOB DIA,,,,,,SFP-BASE-10G-LR,LC-TO-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp1,c160:401:43,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:403:26,c160-r403-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp1,c160:401:43,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:403:12,c160-r403-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp2,c160:401:43,1:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:404:26,c160-r404-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp2,c160:401:43,1:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:404:12,c160-r404-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp2,c160:401:43,1:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:405:26,c160-r405-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp2,c160:401:43,1:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:405:12,c160-r405-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp3,c160:401:43,2:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:406:26,c160-r406-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp3,c160:401:43,2:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:406:12,c160-r406-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp3,c160:401:43,2:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:407:26,c160-r407-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp3,c160:401:43,2:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:407:12,c160-r407-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp4,c160:401:43,2:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:408:26,c160-r408-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp4,c160:401:43,2:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:408:12,c160-r408-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp4,c160:401:43,2:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:409:26,c160-r409-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp4,c160:401:43,2:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:409:12,c160-r409-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp5,c160:401:43,3:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:410:26,c160-r410-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:44,t0-gg1-c3-01-r401-us-west-02b,SN4700,swp5,c160:401:43,3:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:410:12,c160-r410-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp1,c160:401:41,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:402:26,c160-r402-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp1,c160:401:41,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:402:12,c160-r402-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp1,c160:401:41,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:403:26,c160-r403-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp1,c160:401:41,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:403:12,c160-r403-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp2,c160:401:41,1:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:404:26,c160-r404-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp2,c160:401:41,1:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:404:12,c160-r404-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp2,c160:401:41,1:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:405:26,c160-r405-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp2,c160:401:41,1:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:405:12,c160-r405-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp3,c160:401:41,2:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:406:26,c160-r406-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp3,c160:401:41,2:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:406:12,c160-r406-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp3,c160:401:41,2:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:407:26,c160-r407-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp3,c160:401:41,2:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:407:12,c160-r407-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp4,c160:401:41,2:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:408:26,c160-r408-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp4,c160:401:41,2:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:408:12,c160-r408-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp4,c160:401:41,2:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:409:26,c160-r409-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp4,c160:401:41,2:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:409:12,c160-r409-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp5,c160:401:41,3:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:410:26,c160-r410-node-01-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:42,t0-gg1-c3-02-r401-us-west-02b,SN4700,swp5,c160:401:41,3:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:410:12,c160-r410-node-02-us-west-02b,gpu-h100-04,eth1,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:402:26,c160-r402-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:402:12,c160-r402-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:403:26,c160-r403-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:403:12,c160-r403-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:404:26,c160-r404-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:404:12,c160-r404-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp7,,,,,US-PHX01,c160:405:26,c160-r405-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp8,,,,,US-PHX01,c160:405:12,c160-r405-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp9,,,,,US-PHX01,c160:406:26,c160-r406-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp10,,,,,US-PHX01,c160:406:12,c160-r406-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp11,,,,,US-PHX01,c160:407:26,c160-r407-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp12,,,,,US-PHX01,c160:407:12,c160-r407-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp13,,,,,US-PHX01,c160:408:26,c160-r408-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp14,,,,,US-PHX01,c160:408:12,c160-r408-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp15,,,,,US-PHX01,c160:409:26,c160-r409-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp16,,,,,US-PHX01,c160:409:12,c160-r409-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp17,,,,,US-PHX01,c160:410:26,c160-r410-node-01-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:39,ipmi-gg1-c3-r401-us-west-02b,SN2201,swp18,,,,,US-PHX01,c160:410:12,c160-r410-node-02-us-west-02b,gpu-h100-04,ipmi,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:402:26,c160-r402-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:402:12,c160-r402-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:403:26,c160-r403-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:403:12,c160-r403-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:404:26,c160-r404-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:404:12,c160-r404-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp7,,,,,US-PHX01,c160:405:26,c160-r405-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp8,,,,,US-PHX01,c160:405:12,c160-r405-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp9,,,,,US-PHX01,c160:406:26,c160-r406-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp10,,,,,US-PHX01,c160:406:12,c160-r406-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp11,,,,,US-PHX01,c160:407:26,c160-r407-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp12,,,,,US-PHX01,c160:407:12,c160-r407-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp13,,,,,US-PHX01,c160:408:26,c160-r408-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp14,,,,,US-PHX01,c160:408:12,c160-r408-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp15,,,,,US-PHX01,c160:409:26,c160-r409-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp16,,,,,US-PHX01,c160:409:12,c160-r409-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp17,,,,,US-PHX01,c160:410:26,c160-r410-node-01-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:401:37,dpu-gg1-c3-r401-us-west-02b,SN2201,swp18,,,,,US-PHX01,c160:410:12,c160-r410-node-02-us-west-02b,gpu-h100-04,dpu,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C160 :: ROW-27 :: H100's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp1,c1260:011:41,1:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:418:26,c160-r418-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp1,c1260:011:41,1:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:418:12,c160-r418-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp1,c1260:011:41,1:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:419:26,c160-r419-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp1,c1260:011:41,1:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:419:12,c160-r419-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp2,c1260:011:41,1:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:420:26,c160-r420-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp2,c1260:011:41,1:B:2,QSFPDD-400G-DR4,,US-PHX01,c160:420:12,c160-r420-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp2,c1260:011:41,1:B:3,QSFPDD-400G-DR4,,US-PHX01,c160:421:26,c160-r421-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp2,c1260:011:41,1:B:4,QSFPDD-400G-DR4,,US-PHX01,c160:421:12,c160-r421-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp3,c1260:011:41,2:A:1,QSFPDD-400G-DR4,,US-PHX01,c160:422:26,c160-r422-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp3,c1260:011:41,2:A:2,QSFPDD-400G-DR4,,US-PHX01,c160:422:12,c160-r422-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp3,c1260:011:41,2:A:3,QSFPDD-400G-DR4,,US-PHX01,c160:423:26,c160-r423-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp3,c1260:011:41,2:A:4,QSFPDD-400G-DR4,,US-PHX01,c160:423:12,c160-r423-node-02-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:417:42,t0-gg1-c3-01-r417-us-west-02b,SN4700,swp4,c1260:011:41,2:B:1,QSFPDD-400G-DR4,,US-PHX01,c160:424:26,c160-r424-node-01-us-west-02b,gpu-h100-04,eth0,,,,QSFP-100G-DR1,LC-to-LC SMF,,,,,,,,,,,,,,
