STATUS,A-SIDE LOCODE,A-LOC:CAB:RU,A-SIDE-DNS-NAME,A-MODEL,A-PORT,"A-BREAKOUT
LOC:CAB:RU","A-BREAKOUT
SLOT:PORT",A-OPTIC,"A-PATCH-PANEL
LOC:CAB:RU:PORT",Z-SIDE LOCODE,Z-LOC:CAB:RU,Z-SIDE-DNS-NAME,Z-MODEL,Z-PORT,"Z-BREAKOUT
LOC:CAB:RU","Z-BREAKOUT
SLOT:PORT","Z-PATCH-PANEL
LOC:CAB:RU:PORT",Z-OPTIC,CABLE,IPv4-VRF-DEFAULT-10,IPv6-VRF-DEFAULT-10,IPv4-VRF-MGMT-20,IPv6-VRF-MGMT-20,IPv4-VRF-IPMI-30,IPv6-VRF-IPMI-30,IPv4-VRF-IPMI-31,IPv6-VRF-IPMI-31,IPv4-VRF-TSS-40,IPv6-VRF-TSS-40,IPv4-VRF-PUB-90,IPv6-VRF-PUB-90,IPv4-TNT-MSFT-101,IPv6-TNT-MSFT-101
C160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB-FIREWALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:001:10,oob-fw-01-r001-us-west-02b,PA-1420,eth1/21,,,SFP-BASE-10G-LR,,US-PHX01,,OOB DIA,,,,,,SFP-BASE-10G-LR,LC-TO-LC SMF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:097:22,con-01-c160-gg1-b2-r097-us-west-02b,OM2216-C14,8,,,,,US-PHX01,c160:097:28,comp-dist-gg1-b2-02-r097-us-west-02b,SN3700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:097:22,con-01-c160-gg1-b2-r097-us-west-02b,OM2216-C14,9,,,,,US-PHX01,c160:097:26,net-dist-gg1-b2-01-r097-us-west-02b,SN3700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:097:22,con-01-c160-gg1-b2-r097-us-west-02b,OM2216-C14,10,,,,,US-PHX01,c160:097:25,net-dist-gg1-b2-02-r097-us-west-02b,SN3700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:097:22,con-01-c160-gg1-b2-r097-us-west-02b,OM2216-C14,11,,,,,US-PHX01,c160:097:20,net-01-c160-gg1-b2-r097-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:097:22,con-01-c160-gg1-b2-r097-us-west-02b,OM2216-C14,12,,,,,US-PHX01,c160:097:18,ipmi-gg1-b2-r097-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:097:22,con-01-c160-gg1-b2-r097-us-west-02b,OM2216-C14,13,,,,,US-PHX01,c160:097:16,dpu-gg1-b2-r097-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:097:22,con-01-c160-gg1-b2-r097-us-west-02b,OM2216-C14,14,,,,,US-PHX01,c160:097:14,infra-01-gg1-b2-r097-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:113:22,con-01-c160-gg1-b2-r113-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:113:44,t0-gg1-b2-01-r113-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:113:22,con-01-c160-gg1-b2-r113-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:113:42,t0-gg1-b2-02-r113-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:113:22,con-01-c160-gg1-b2-r113-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:113:20,net-01-c160-gg1-b2-r113-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:113:22,con-01-c160-gg1-b2-r113-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:113:39,ipmi-gg1-b2-r113-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:113:22,con-01-c160-gg1-b2-r113-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:113:37,dpu-gg1-b2-r113-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:113:22,con-01-c160-gg1-b2-r113-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:113:14,infra-01-gg1-b2-r113-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:129:22,con-01-c160-gg1-b2-r129-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:129:42,t0-gg1-b2-01-r129-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:129:22,con-01-c160-gg1-b2-r129-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:129:40,t0-gg1-b2-02-r129-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:129:22,con-01-c160-gg1-b2-r129-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:129:20,net-01-c160-gg1-b2-r129-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:129:22,con-01-c160-gg1-b2-r129-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:129:18,ipmi-gg1-b2-r129-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:129:22,con-01-c160-gg1-b2-r129-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:129:16,dpu-gg1-b2-r129-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:129:22,con-01-c160-gg1-b2-r129-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:129:14,infra-01-gg1-b2-r129-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:145:22,con-01-c160-gg1-b2-r145-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:145:42,t0-gg1-b2-01-r145-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:145:22,con-01-c160-gg1-b2-r145-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:145:40,t0-gg1-b2-02-r145-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:145:22,con-01-c160-gg1-b2-r145-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:145:20,net-01-c160-gg1-b2-r145-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:145:22,con-01-c160-gg1-b2-r145-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:145:18,ipmi-gg1-b2-r145-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:145:22,con-01-c160-gg1-b2-r145-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:145:16,dpu-gg1-b2-r145-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:145:22,con-01-c160-gg1-b2-r145-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:145:14,infra-01-gg1-b2-r145-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:161:22,con-01-c160-gg1-b2-r161-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:161:42,t0-gg1-b2-01-r161-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:161:22,con-01-c160-gg1-b2-r161-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:161:40,t0-gg1-b2-02-r161-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:161:22,con-01-c160-gg1-b2-r161-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:161:20,net-01-c160-gg1-b2-r161-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:161:22,con-01-c160-gg1-b2-r161-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:161:18,ipmi-gg1-b2-r161-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:161:22,con-01-c160-gg1-b2-r161-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:161:16,dpu-gg1-b2-r161-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:161:22,con-01-c160-gg1-b2-r161-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:161:14,infra-01-gg1-b2-r161-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:177:22,con-01-c160-gg1-b2-r177-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:177:44,t0-gg1-b2-01-r177-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:177:22,con-01-c160-gg1-b2-r177-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:177:42,t0-gg1-b2-02-r177-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:177:22,con-01-c160-gg1-b2-r177-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:177:20,net-01-c160-gg1-b2-r177-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:177:22,con-01-c160-gg1-b2-r177-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:177:39,ipmi-gg1-b2-r177-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:177:22,con-01-c160-gg1-b2-r177-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:177:37,dpu-gg1-b2-r177-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:177:22,con-01-c160-gg1-b2-r177-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:177:14,infra-01-gg1-b2-r177-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END-OF-ROW MGMT GG1-B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:193:42,t0-gg1-b3-01-r193-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:193:40,t0-gg1-b3-02-r193-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:193:37,t1a-gg1-b3-01-r193-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:193:35,t1b-gg1-b3-01-r193-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:193:33,t1c-gg1-b3-01-r193-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:193:31,t1d-gg1-b3-01-r193-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp7,,,,,US-PHX01,c160:193:29,comp-dist-gg1-b3-01-r193-us-west-02b,SN3700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp8,,,,,US-PHX01,c160:193:28,comp-dist-gg1-b3-02-r193-us-west-02b,SN3700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp9,,,,,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,NET1,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp10,,,,,US-PHX01,c160:193:18,ipmi-gg1-b3-r193-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp11,,,,,US-PHX01,c160:193:16,dpu-gg1-b3-r193-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp12,,,,,US-PHX01,c160:193:14,infra-01-gg1-b3-r193-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp13,,,,,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp14,,,,,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,swp15,,,,,US-PHX01,c160:241:20,net-01-c160-gg1-b3-r241-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:209:44,t0-gg1-b3-01-r209-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:209:42,t0-gg1-b3-02-r209-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:209:22,con-01-c160-gg1-b3-r209-us-west-02b,OM2216-C14,NET1,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:209:39,ipmi-gg1-b3-r209-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:209:37,dpu-gg1-b3-r209-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Failed,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:209:14,infra-01-gg1-b3-r209-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:225:42,t0-gg1-b3-01-r225-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:225:40,t0-gg1-b3-02-r225-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:225:22,con-01-c160-gg1-b3-r225-us-west-02b,OM2216-C14,NET1,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:225:18,ipmi-gg1-b3-r225-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:225:16,dpu-gg1-b3-r225-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:225:14,infra-01-gg1-b3-r225-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:241:20,net-01-c160-gg1-b3-r241-us-west-02b,SN2201,swp1,,,,,US-PHX01,c160:241:42,t0-gg1-b3-01-r241-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:241:20,net-01-c160-gg1-b3-r241-us-west-02b,SN2201,swp2,,,,,US-PHX01,c160:241:40,t0-gg1-b3-02-r241-us-west-02b,SN4700,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:241:20,net-01-c160-gg1-b3-r241-us-west-02b,SN2201,swp3,,,,,US-PHX01,c160:241:22,con-01-c160-gg1-b3-r241-us-west-02b,OM2216-C14,NET1,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:241:20,net-01-c160-gg1-b3-r241-us-west-02b,SN2201,swp4,,,,,US-PHX01,c160:241:18,ipmi-gg1-b3-r241-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:241:20,net-01-c160-gg1-b3-r241-us-west-02b,SN2201,swp5,,,,,US-PHX01,c160:241:16,dpu-gg1-b3-r241-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
LLDP:  Passed,US-PHX01,c160:241:20,net-01-c160-gg1-b3-r241-us-west-02b,SN2201,swp6,,,,,US-PHX01,c160:241:14,infra-01-gg1-b3-r241-us-west-02b,SN2201,mgmt,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END-OF-ROW CON GG1-B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:193:42,t0-gg1-b3-01-r193-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:193:40,t0-gg1-b3-02-r193-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:193:37,t1a-gg1-b3-01-r193-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:193:35,t1b-gg1-b3-01-r193-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:193:33,t1c-gg1-b3-01-r193-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:193:31,t1d-gg1-b3-01-r193-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,7,,,,,US-PHX01,c160:193:29,comp-dist-gg1-b3-01-r193-us-west-02b,SN3700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,8,,,,,US-PHX01,c160:193:28,comp-dist-gg1-b3-02-r193-us-west-02b,SN3700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,9,,,,,US-PHX01,c160:193:20,net-01-c160-gg1-b3-r193-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,10,,,,,US-PHX01,c160:193:18,ipmi-gg1-b3-r193-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,11,,,,,US-PHX01,c160:193:16,dpu-gg1-b3-r193-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:193:22,con-01-c160-gg1-b3-r193-us-west-02b,OM2216-C14,12,,,,,US-PHX01,c160:193:14,infra-01-gg1-b3-r193-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:209:22,con-01-c160-gg1-b3-r209-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:209:44,t0-gg1-b3-01-r209-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:209:22,con-01-c160-gg1-b3-r209-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:209:42,t0-gg1-b3-02-r209-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:209:22,con-01-c160-gg1-b3-r209-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:209:20,net-01-c160-gg1-b3-r209-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:209:22,con-01-c160-gg1-b3-r209-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:209:39,ipmi-gg1-b3-r209-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:209:22,con-01-c160-gg1-b3-r209-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:209:37,dpu-gg1-b3-r209-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:209:22,con-01-c160-gg1-b3-r209-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:209:14,infra-01-gg1-b3-r209-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:225:22,con-01-c160-gg1-b3-r225-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:225:42,t0-gg1-b3-01-r225-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:225:22,con-01-c160-gg1-b3-r225-us-west-02b,OM2216-C14,2,,,,,US-PHX01,c160:225:40,t0-gg1-b3-02-r225-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:225:22,con-01-c160-gg1-b3-r225-us-west-02b,OM2216-C14,3,,,,,US-PHX01,c160:225:20,net-01-c160-gg1-b3-r225-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:225:22,con-01-c160-gg1-b3-r225-us-west-02b,OM2216-C14,4,,,,,US-PHX01,c160:225:18,ipmi-gg1-b3-r225-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:225:22,con-01-c160-gg1-b3-r225-us-west-02b,OM2216-C14,5,,,,,US-PHX01,c160:225:16,dpu-gg1-b3-r225-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:225:22,con-01-c160-gg1-b3-r225-us-west-02b,OM2216-C14,6,,,,,US-PHX01,c160:225:14,infra-01-gg1-b3-r225-us-west-02b,SN2201,console,,,,,CAT6a,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cable Is Ran: Complete,US-PHX01,c160:241:22,con-01-c160-gg1-b3-r241-us-west-02b,OM2216-C14,1,,,,,US-PHX01,c160:241:42,t0-gg1-b3-01-r241-us-west-02b,SN4700,console,,,,,CAT6a,,,,,,,,,,,,,,
